No.,名称,☆,タイプ1,タイプ2,主属性,副属性,HP,攻撃,回復,コスト,スキル,リーダースキル,覚醒数,ギガグラ,最大Lv,,最大HP,最大攻撃,最大回復,HP指数,攻撃指数,回復指数,覚醒スキル1,覚醒スキル2,覚醒スキル3,覚醒スキル4,覚醒スキル5,覚醒スキル6,覚醒スキル7,覚醒スキル8,覚醒スキル9,,
466,トンベリキング,4,バランス,,水,,623,434,74,12,包丁,みんなのうらみ,2,,70 ,,1558,1085,155,1.0,1.0,1.0,攻撃強化,水属性強化,,,,,,,,,
467,バハムート,5,ドラゴン,,闇,,363,169,16,40,メガフレア,なし,0,,50 ,,1634,761,34,1.0,1.0,1.0,,,,,,,,,,,
468,究極召喚・バハムート,6,ドラゴン,,闇,,1307,685,31,50,メガフレア,竜王の誇り,2,,99 ,,3268,1713,65,1.0,1.0,1.0,闇ドロップ強化,火ドロップ強化,,,,,,,,,
469,レッドクリスタル,4,進化用,,火,,100,100,100,1,ダブルドロップ変化・火木,なし,0,,1 ,,100,100,100,1.0,1.0,1.0,,,,,,,,,,,
470,ブルークリスタル,4,進化用,,水,,100,100,100,1,ダブルドロップ変化・水火,なし,0,,1 ,,100,100,100,1.0,1.0,1.0,,,,,,,,,,,
471,グリーンクリスタル,4,進化用,,木,,100,100,100,1,ダブルドロップ変化・木水,なし,0,,1 ,,100,100,100,1.0,1.0,1.0,,,,,,,,,,,
472,イエロークリスタル,4,進化用,,光,,100,100,100,1,ダブルドロップ変化・光闇,なし,0,,1 ,,100,100,100,1.0,1.0,1.0,,,,,,,,,,,
473,パープルクリスタル,4,進化用,,闇,,100,100,100,1,ダブルドロップ変化・闇光,なし,0,,1 ,,100,100,100,1.0,1.0,1.0,,,,,,,,,,,
474,レインボークリスタル,5,進化用,,闇,,300,300,300,1,恨みの一撃,なし,0,,1 ,,300,300,300,1.0,1.0,1.0,,,,,,,,,,,
475,火炎獄・パイロデーモン,4,攻撃,悪魔,火,,473,987,148,12,ボム,悪魔の軍勢,2,,99 ,,1014,1381,276,1.0,1.0,1.0,火ドロップ強化,火属性強化,,,,,,,,,
476,氷結獄・フロストデーモン,4,攻撃,悪魔,水,,480,977,152,12,ボム,悪魔の軍勢,2,,99 ,,1036,1366,284,1.0,1.0,1.0,水ドロップ強化,水属性強化,,,,,,,,,
477,樹海獄・タウロスデーモン,4,攻撃,悪魔,木,,468,985,149,12,ボム,悪魔の軍勢,2,,99 ,,998,1378,278,1.0,1.0,1.0,木ドロップ強化,木属性強化,,,,,,,,,
478,光天獄・ハーピィデーモン,4,攻撃,悪魔,光,,465,966,150,12,ボム,悪魔の軍勢,2,,99 ,,988,1349,280,1.0,1.0,1.0,光ドロップ強化,光属性強化,,,,,,,,,
479,闇地獄・ブラッドデーモン,4,攻撃,悪魔,闇,,457,988,147,12,ボム,悪魔の軍勢,2,,99 ,,962,1382,147,1.0,1.0,1.0,闇ドロップ強化,闇属性強化,,,,,,,,,
480,爆炎龍・グランティラノス,6,ドラゴン,,火,火,777,457,100,15,マグマブレス,爆炎龍の力,3,,99 ,,2145,1214,231,1.0,1.0,1.0,HP強化,攻撃強化,スキルブースト,,,,,,,,
481,氷塊龍・デプスプレシオス,6,ドラゴン,,水,水,798,429,115,15,ブリザードブレス,氷塊龍の力,3,,99 ,,2195,1156,264,1.0,1.0,1.0,HP強化,攻撃強化,スキルブースト,,,,,,,,
482,大花龍・ガイアブラキオス,6,ドラゴン,,木,木,812,418,126,15,ガイアブレス,大花龍の力,3,,99 ,,2228,1131,286,1.0,1.0,1.0,HP強化,攻撃強化,スキルブースト,,,,,,,,
483,太陽龍・ソルプテラドス,6,ドラゴン,,光,光,742,437,105,15,ホーリーブレス,太陽龍の力,3,,99 ,,2063,1173,253,1.0,1.0,1.0,HP強化,攻撃強化,スキルブースト,,,,,,,,
484,月光龍・ルナデスピナス,6,ドラゴン,,闇,闇,763,449,95,15,ヘルブレス,月光龍の力,3,,99 ,,2112,1197,220,1.0,1.0,1.0,HP強化,攻撃強化,スキルブースト,,,,,,,,
485,スーパーキングゴールドネッキー,6,強化合成用,,光,闇,832,832,832,1,ファミ通Appの大激怒,ファミ通Appの加護,0,,1 ,,832,832,832,1.0,1.0,1.0,,,,,,,,,,,
486,ギャンブルメイジ,4,攻撃,,闇,,142,225,95,7,シャッフルショット,なし,0,,35 ,,625,897,194,1.0,1.0,1.0,,,,,,,,,,,
487,闇の勝負師・ギャンブルメイジ,5,攻撃,,闇,,563,987,148,17,シャッフルショット,バーストセブン,0,,99 ,,1589,1283,370,1.0,1.0,1.0,,,,,,,,,,,
488,クロノタートル,4,体力,,水,,328,40,69,8,時のぜんまい,なし,0,,35 ,,1148,160,152,1.0,1.5,1.5,,,,,,,,,,,
489,時の伝道師・クロノタートル,5,体力,,水,木,1033,144,137,18,時のぜんまい,万年亀の甲羅,0,,99 ,,3616,852,301,1.0,1.5,1.5,,,,,,,,,,,
490,ホルス,5,神,,火,,626,416,201,20,ドロップ強化・火,炎隼の猛襲,0,,50 ,,1502,832,422,1.0,1.0,1.0,,,,,,,,,,,
491,炎隼神・ホルス,6,神,,火,,1202,749,380,25,ドロップ強化・火,炎隼の猛襲,4,,99 ,,3005,1124,570,1.0,1.0,1.0,火ドロップ強化,水ダメージ軽減,木ダメージ軽減,封印耐性,,,,,,,
492,イシス,5,神,,水,,633,406,213,20,クイックヒール,ナイルの恵み,0,,50 ,,1519,812,447,1.0,1.0,1.0,,,,,,,,,,,
493,聖海神・イシス,6,神,,水,,1215,731,402,25,クイックヒール,ナイルの恵み,4,,99 ,,3038,1097,603,1.0,1.0,1.0,火ドロップ強化,水ドロップ強化,木ドロップ強化,バインド耐性,,,,,,,
494,バステト,5,神,,木,,627,410,206,20,スプレッドキャッツ,キャットコンビネーション,0,,50 ,,1505,820,433,1.0,1.0,1.0,,,,,,,,,,,
495,愛猫神・バステト,6,神,,木,,1204,738,390,25,スプレッドキャッツ,キャットコンビネーション,4,,99 ,,3010,1107,585,1.0,1.0,1.0,毒耐性,操作時間延長,木属性強化,封印耐性,,,,,,,
496,ラー,5,神,,光,,616,400,210,20,ソーラーレーザー,太陽の威光,0,,50 ,,1478,800,441,1.0,1.0,1.0,,,,,,,,,,,
497,太陽神・ラー,6,神,,光,,1182,720,397,25,ソーラーレーザー,太陽の威光,4,,99 ,,2955,1080,596,1.0,1.0,1.0,光ダメージ軽減,闇ダメージ軽減,HP強化,暗闇耐性,,,,,,,
498,アヌビス,5,神,,闇,,614,407,207,20,暗黒の呪い,冥狼の雄叫び,0,,50 ,,1474,814,435,1.0,1.0,1.0,,,,,,,,,,,
499,冥狼神・アヌビス,6,神,,闇,,1179,733,392,25,暗黒の呪い,冥狼の雄叫び,4,,99 ,,2948,1100,588,1.0,1.0,1.0,バインド耐性,バインド耐性,操作時間延長,自動回復,,,,,,,
500,ケリ姫,4,バランス,,光,,283,142,148,15,スイーツシュート,我がまま姫の命令,0,,50 ,,906,454,311,1.0,1.0,1.0,,,,,,,,,,,
501,アン・パント・ケットバス,5,バランス,,光,,815,409,280,20,スイーツシュート,我がまま姫の愛情,0,,99 ,,2201,1023,420,1.0,1.0,1.0,光ドロップ強化,封印耐性,,,,,,,,,
502,ガウガウ,4,バランス,,火,,345,159,74,15,マグマブレス,なし,0,,35 ,,1104,509,155,1.0,1.0,1.0,,,,,,,,,,,
503,草原の主・ガウガウキング,5,バランス,,火,,994,458,140,20,ゴッドマグマブレス,キングのかみつき,0,,99 ,,2684,1145,210,1.0,1.0,1.0,火ドロップ強化,スキルブースト,,,,,,,,,
504,アザラシくん,3,バランス,,水,,183,111,125,5,ブリザードブレス,なし,0,,25 ,,586,355,263,1.0,1.0,1.0,,,,,,,,,,,
505,セイウチさん,4,バランス,,水,,527,320,237,10,ゴッドブリザードブレス,弾力ボディ,0,,70 ,,1423,800,356,1.0,1.0,1.0,水ドロップ強化,水ダメージ軽減,,,,,,,,,
506,ゼリーエンジェル,3,バランス,,木,,188,134,100,5,ガイアブレス,なし,0,,25 ,,602,429,210,1.0,1.0,1.0,,,,,,,,,,,
507,ザ・ゼリーエンジェルズ,4,バランス,,木,,542,386,189,10,ゴッドガイアブレス,天使の歌声,0,,70 ,,1463,965,284,1.0,1.0,1.0,木ドロップ強化,木ダメージ軽減,,,,,,,,,
508,バルーンペンペン,3,バランス,,光,,245,114,75,5,ホーリーブレス,なし,0,,25 ,,784,365,158,1.0,1.0,1.0,,,,,,,,,,,
509,カイトペンペン,4,バランス,,光,,706,329,142,10,ゴッドホーリーブレス,仕返しボム,0,,70 ,,1906,823,213,1.0,1.0,1.0,光ドロップ強化,光ダメージ軽減,,,,,,,,,
510,ギョロリ,3,バランス,,闇,,198,124,99,5,ヘルブレス,なし,0,,25 ,,634,397,208,1.0,1.0,1.0,,,,,,,,,,,
511,デイビルアイ,4,バランス,,闇,,571,357,187,10,ゴッドヘルブレス,デイビルフィールド,0,,70 ,,1542,893,281,1.0,1.0,1.0,闇ドロップ強化,闇ダメージ軽減,,,,,,,,,
512,剛腕の巨人・ギガンテス,5,体力,,火,,3000,1101,0,30,攻撃態勢・火,根性,3,,99 ,,6133,1363,-500,1.0,1.5,1.5,HP強化,火ドロップ強化,攻撃強化,,,,,,,,
513,蒼覇王・カイゼルジークフリート,6,体力,,水,,2111,1156,81,30,攻撃態勢・水,ドラゴンブラッド,3,,99 ,,3919,1309,129,1.0,1.5,1.5,HP強化,水ドロップ強化,攻撃強化,,,,,,,,
514,大英雄・モアクーフーリン,6,バランス,,木,,1613,1204,255,30,攻撃態勢・木,スカアハの祈り,3,,99 ,,2887,1336,348,1.0,1.5,1.5,HP強化,木ドロップ強化,攻撃強化,,,,,,,,
515,戦乙女・プリンセスヴァルキリー,6,回復,,光,,1593,996,438,30,攻撃態勢・光,ヴァルキリーソウル,3,,99 ,,2308,1189,556,1.0,1.5,1.5,HP強化,光ドロップ強化,攻撃強化,,,,,,,,
516,魔王・ヴァンパイアロード,5,バランス,悪魔,闇,,1616,988,281,30,攻撃態勢・闇,暗黒の力,3,,99 ,,2796,1218,463,1.0,1.5,1.5,HP強化,闇ドロップ強化,攻撃強化,,,,,,,,
517,プレゼントBOX（火）,4,強化合成用,,光,,300,200,10,5,なし,なし,0,,15 ,,777,500,100,1.0,1.0,1.0,,,,,,,,,,,
518,プレゼントBOX（水）,4,強化合成用,,光,,300,200,10,5,なし,なし,0,,15 ,,777,500,100,1.0,1.0,1.0,,,,,,,,,,,
519,プレゼントBOX（木）,4,強化合成用,,光,,300,200,10,5,なし,なし,0,,15 ,,777,500,100,1.0,1.0,1.0,,,,,,,,,,,
520,ノエルドラゴン・ルージュ,5,強化合成用,,火,,777,500,100,13,フレイムギフト,聖夜の祈り・火,0,,50 ,,1225,918,220,1.0,1.0,1.0,,,,,,,,,,,
521,ノエルドラゴン・ブルー,5,強化合成用,,水,,777,500,100,13,アイシクルギフト,聖夜の祈り・水,0,,50 ,,1225,918,220,1.0,1.0,1.0,,,,,,,,,,,
522,ノエルドラゴン・ヴェール,5,強化合成用,,木,,777,500,100,13,プラントギフト,聖夜の祈り・木,0,,50 ,,1225,918,220,1.0,1.0,1.0,,,,,,,,,,,
523,アカムギドラ,2,強化合成用,,火,,52,88,100,3,なし,なし,0,,10 ,,156,176,200,1.0,1.0,1.0,,,,,,,,,,,
524,アオムギドラ,2,強化合成用,,水,,53,87,103,3,なし,なし,0,,10 ,,159,174,206,1.0,1.0,1.0,,,,,,,,,,,
525,ミドムギドラ,2,強化合成用,,木,,55,85,103,3,なし,なし,0,,10 ,,165,170,206,1.0,1.0,1.0,,,,,,,,,,,
526,狩人,4,攻撃,,火,,220,148,55,10,サイドワインダー,なし,0,,50 ,,990,666,116,1.0,1.0,1.0,,,,,,,,,,,
527,最強装備・狩人,5,攻撃,,火,,792,599,104,15,サイドワインダー,狩りコンボ,3,,99 ,,1980,1498,218,1.0,1.0,1.0,火ドロップ強化,攻撃強化,HP強化,,,,,,,,
528,からくり士,5,回復,,水,,274,125,149,13,虹色の磁石,なし,0,,50 ,,1233,563,313,1.0,1.0,1.0,,,,,,,,,,,
529,最強装備・からくり士,6,回復,,水,,986,507,282,19,虹色の磁石,リジェネーター,3,,99 ,,2465,1268,592,1.0,1.0,1.0,自動回復,バインド回復,スキルブースト,,,,,,,,
530,フェンサー,4,バランス,,闇,,256,126,92,10,見切り,なし,0,,50 ,,1152,567,193,1.0,1.0,1.0,,,,,,,,,,,
531,最強装備・フェンサー,5,バランス,,闇,,922,510,174,15,見切り,突貫コンボ,3,,99 ,,2305,1275,365,1.0,1.0,1.0,闇ドロップ強化,闇属性強化,スキルブースト,,,,,,,,
532,狩人【サンタ】,4,攻撃,,火,光,220,148,55,20,サイドワインダー,狩りコンボ,0,,50 ,,990,666,116,1.0,1.0,1.0,,,,,,,,,,,
533,最強装備・狩人【サンタ】,5,攻撃,,火,光,792,599,104,25,サイドワインダー,狩りコンボ,3,,99 ,,1980,1398,218,1.0,1.0,1.0,火ドロップ強化,攻撃強化,操作時間延長,,,,,,,,
534,からくり士【サンタ】,5,回復,,水,光,274,125,149,25,虹色の磁石,リジェネーター,0,,50 ,,1233,563,313,1.0,1.0,1.0,,,,,,,,,,,
535,最強装備・からくり士【サンタ】,6,回復,,水,光,986,507,282,30,虹色の磁石,リジェネーター,4,,99 ,,2465,1168,592,1.0,1.0,1.0,自動回復,バインド回復,スキルブースト,スキルブースト,,,,,,,
536,フェンサー【サンタ】,4,バランス,,闇,光,256,126,92,20,見切り,突貫コンボ,0,,50 ,,1152,567,193,1.0,1.0,1.0,,,,,,,,,,,
537,最強装備・フェンサー【サンタ】,5,バランス,,闇,光,922,510,174,25,見切り,突貫コンボ,3,,99 ,,2305,1175,365,1.0,1.0,1.0,闇属性強化,闇属性強化,スキルブースト,,,,,,,,
538,アレクサンター,5,体力,,光,,525,284,79,40,聖夜の審判,なし,0,,50 ,,1680,596,150,1.0,1.0,1.0,,,,,,,,,,,
539,究極召喚・アレクサンター,6,体力,,光,,1512,536,135,50,聖夜の審判,鎧の城,2,,99 ,,3082,1126,257,1.0,1.0,1.0,HP強化,HP強化,,,,,,,,,
540,風林火山龍・シンゲン,6,ドラゴン,体力,火,,1805,690,62,50,火焔の息吹,風林火山の龍紋,2,,99 ,,4513,1449,205,1.0,1.0,1.0,火ドロップ強化,スキルブースト,,,,,,,,,
541,毘沙門龍・ケンシン,6,ドラゴン,攻撃,水,,1791,697,65,50,氷雪の息吹,毘沙門の龍紋,2,,99 ,,4478,1464,215,1.0,1.0,1.0,水ドロップ強化,スキルブースト,,,,,,,,,
542,独眼竜・マサムネ,6,ドラゴン,攻撃,木,,1788,687,68,50,大地の息吹,独眼の竜紋,2,,99 ,,4470,1443,224,1.0,1.0,1.0,木ドロップ強化,スキルブースト,,,,,,,,,
543,太閤龍・ヒデヨシ,6,ドラゴン,体力,光,,1773,685,70,50,雷雲の息吹,太閤の龍紋,2,,99 ,,4433,1439,231,1.0,1.0,1.0,光ドロップ強化,スキルブースト,,,,,,,,,
544,第六天魔龍・ノブナガ,6,ドラゴン,攻撃,闇,,1816,716,56,50,魔障の息吹,第六天魔の龍紋,2,,99 ,,4540,1504,185,1.0,1.0,1.0,闇ドロップ強化,スキルブースト,,,,,,,,,
545,火の下忍,2,攻撃,,火,,24,252,65,3,影抜きの術,なし,0,,15 ,,62,630,137,0.7,0.7,0.7,,,,,,,,,,,
546,火の中忍,3,攻撃,,火,,50,567,123,7,影抜きの術,忍び足,0,,50 ,,115,1191,185,0.7,0.7,0.7,,,,,,,,,,,
547,水の下忍,2,攻撃,,水,,27,250,66,3,影抜きの術,なし,0,,15 ,,70,652,139,0.7,0.7,0.7,,,,,,,,,,,
548,水の中忍,3,攻撃,,水,,56,563,125,7,影抜きの術,忍び足,0,,50 ,,129,1182,188,0.7,0.7,0.7,,,,,,,,,,,
549,木の下忍,2,攻撃,,木,,25,251,67,3,影抜きの術,なし,0,,15 ,,65,628,141,0.7,0.7,0.7,,,,,,,,,,,
550,木の中忍,3,攻撃,,木,,52,565,127,7,影抜きの術,忍び足,0,,50 ,,120,1187,191,0.7,0.7,0.7,,,,,,,,,,,
551,光の下忍,2,攻撃,,光,,22,251,68,3,影抜きの術,なし,0,,15 ,,57,628,143,0.7,0.7,0.7,,,,,,,,,,,
552,光の中忍,3,攻撃,,光,,46,565,129,7,影抜きの術,忍び足,0,,50 ,,106,1187,194,0.7,0.7,0.7,,,,,,,,,,,
553,闇の下忍,2,攻撃,,闇,,24,253,62,3,影抜きの術,なし,0,,15 ,,62,633,130,0.7,0.7,0.7,,,,,,,,,,,
554,闇の中忍,3,攻撃,,闇,,50,570,117,7,影抜きの術,忍び足,0,,50 ,,115,1197,176,0.7,0.7,0.7,,,,,,,,,,,
555,望月千代女,5,バランス,,火,,293,145,109,12,暁光変化の術・火,巫女舞の心得,0,,50 ,,1319,595,207,1.0,1.0,1.0,,,,,,,,,,,
556,紅焔の巫女・望月千代女,6,バランス,,火,,1055,536,186,17,暁光変化の術・火,巫女舞の極意,3,,99 ,,2638,1340,353,1.0,1.0,1.0,2体攻撃,火属性強化,スキルブースト,,,,,,,,
557,初芽局,5,回復,,水,,252,109,209,12,暗黒変化の術・水,心練法の心得,0,,50 ,,1109,491,397,1.0,1.0,1.0,,,,,,,,,,,
558,蒼扇の夜叉・初芽局,6,回復,,水,,887,442,357,17,暗黒変化の術・水,心練法の極意,3,,99 ,,2129,1105,678,1.0,1.0,1.0,2体攻撃,水属性強化,スキルブースト,,,,,,,,
559,猿飛佐助,5,攻撃,,木,,333,200,55,12,流水変化の術・木,練武の心得,0,,50 ,,999,640,116,1.0,1.0,1.0,,,,,,,,,,,
560,旋風の神童・猿飛佐助,6,攻撃,,木,,799,576,104,17,流水変化の術・木,練武の極意,3,,99 ,,2397,1786,156,1.0,1.0,1.0,2体攻撃,木属性強化,スキルブースト,,,,,,,,
561,風魔小太郎,5,体力,,光,,519,147,14,12,風雷変化の術・光,体練法の心得,0,,50 ,,1557,470,29,1.0,1.0,1.0,,,,,,,,,,,
562,雷角の頭領・風魔小太郎,6,体力,,光,,1246,423,26,17,風雷変化の術・光,体練法の極意,3,,99 ,,3738,1311,39,1.0,1.0,1.0,2体攻撃,光属性強化,スキルブースト,,,,,,,,
563,服部半蔵,5,攻撃,,闇,,193,196,169,12,業炎変化の術・闇,八門の心得,0,,50 ,,579,627,355,1.0,1.0,1.0,,,,,,,,,,,
564,朧夜の闇忍・服部半蔵,6,攻撃,,闇,,463,564,320,17,業炎変化の術・闇,八門の極意,3,,99 ,,1389,1748,480,1.0,1.0,1.0,2体攻撃,闇属性強化,スキルブースト,,,,,,,,
565,石川五右衛門,6,体力,,火,,1225,666,67,25,天上大花火の術,天地の見得,0,,50 ,,2573,932,127,1.0,1.0,1.0,,,,,,,,,,,
566,天下の大泥棒・石川五右衛門,7,体力,,火,,2058,839,114,45,天上大花火の術,天地の見得,3,,99 ,,4528,1259,217,1.0,1.0,1.0,暗闇耐性,暗闇耐性,火ドロップ強化,,,,,,,,
567,アレス,5,神,,火,,398,720,0,20,ダブル攻撃態勢・火,爆炎の力,0,,50 ,,876,1440,0,1.0,1.0,1.0,,,,,,,,,,,
568,戦軍神・アレス,6,神,,火,,701,1296,0,25,ダブル攻撃態勢・火,軍神の祝福,4,,99 ,,1812,2044,0,1.0,1.0,1.0,暗闇耐性,スキルブースト,暗闇耐性,火属性強化,,,,,,,
569,ヘルメス,5,神,,水,,420,518,56,20,ダブル攻撃態勢・水,激流の力,0,,50 ,,924,1036,101,1.0,1.0,1.0,,,,,,,,,,,
570,商業神・ヘルメス,6,神,,水,,739,932,91,25,ダブル攻撃態勢・水,商業神の祝福,4,,99 ,,1974,1498,164,1.0,1.0,1.0,封印耐性,スキルブースト,スキルブースト,水属性強化,,,,,,,
571,アルテミス,5,神,,木,,412,524,59,20,ダブル攻撃態勢・木,大地の力,0,,50 ,,906,1048,106,1.0,1.0,1.0,,,,,,,,,,,
572,狩猟神・アルテミス,6,神,,木,,725,943,95,25,ダブル攻撃態勢・木,狩猟神の祝福,4,,99 ,,1940,1515,171,1.0,1.0,1.0,2体攻撃,スキルブースト,暗闇耐性,木属性強化,,,,,,,
573,アポロン,5,神,,光,,579,501,143,20,ダブル攻撃態勢・光,光の魂,0,,50 ,,1390,1002,257,1.0,1.0,1.0,,,,,,,,,,,
574,光明神・アポロン,6,神,,光,,1112,902,231,25,ダブル攻撃態勢・光,閃光の魂,4,,99 ,,2558,1353,466,1.0,1.0,1.0,HP強化,攻撃強化,2体攻撃,スキルブースト,,,,,,,
575,ペルセポネ,5,神,,闇,,666,444,210,20,ダブル攻撃態勢・闇,闇の魂,0,,50 ,,1598,799,378,1.0,1.0,1.0,,,,,,,,,,,
576,冥府神・ペルセポネ,6,神,,闇,,1278,719,340,25,ダブル攻撃態勢・闇,暗黒の魂,4,,99 ,,2939,1007,560,1.0,1.0,1.0,HP強化,攻撃強化,2体攻撃,スキルブースト,,,,,,,
577,キンムギドラ,2,強化合成用,,光,,51,87,102,3,なし,なし,0,,10 ,,153,174,204,1.0,1.0,1.0,,,,,,,,,,,
578,クロムギドラ,2,強化合成用,,闇,,52,86,102,3,なし,なし,0,,10 ,,156,172,204,1.0,1.0,1.0,,,,,,,,,,,
579,ウィルオーウィスプ,1,攻撃,,火,,58,126,20,2,なし,なし,0,,15 ,,151,315,42,1.0,1.0,1.0,,,,,,,,,,,
580,焔の霊魂・ウィルオーウィスプ,2,攻撃,,火,,121,284,38,5,フレイムストライク,炎の誓い,0,,50 ,,278,596,57,1.0,1.0,1.0,,,,,,,,,,,
581,ケルピー,1,バランス,,水,,66,5,41,2,なし,なし,0,,15 ,,205,188,86,1.0,1.0,1.0,,,,,,,,,,,
582,湖の幻馬・ケルピー,2,バランス,,水,,164,169,77,5,フリーズストライク,水の誓い,0,,50 ,,508,355,116,1.0,1.0,1.0,,,,,,,,,,,
583,トレント,1,体力,,木,,104,13,62,2,なし,なし,0,,15 ,,364,33,130,1.0,1.0,1.0,,,,,,,,,,,
584,森の賢人・トレント,2,体力,,木,,291,38,117,5,ロックストライク,風の誓い,0,,50 ,,902,63,176,1.0,1.0,1.0,,,,,,,,,,,
585,ピクシー,1,回復,,光,,30,36,112,2,なし,なし,0,,15 ,,93,90,235,1.0,1.0,1.0,,,,,,,,,,,
586,光の妖精・ピクシー,2,回復,,光,,74,81,212,5,サンダーストライク,光の誓い,0,,50 ,,229,170,318,1.0,1.0,1.0,,,,,,,,,,,
587,ワーウルフ,1,攻撃,,闇,,39,136,9,2,なし,なし,0,,15 ,,39,136,9,1.0,1.0,1.0,,,,,,,,,,,
588,月夜の魔人・ワーウルフ,2,攻撃,,闇,,97,306,17,5,ダークストライク,闇の誓い,0,,50 ,,301,643,26,1.0,1.0,1.0,,,,,,,,,,,
589,キングセブンドラゴン,5,強化合成用,,火,,777,777,77,1,なし,なし,0,,1 ,,777,777,77,1.0,1.0,1.0,,,,,,,,,,,
590,キングイレブンドラゴン,5,強化合成用,,木,,1111,1111,11,1,なし,なし,0,,1 ,,1111,1111,11,1.0,1.0,1.0,,,,,,,,,,,
591,モーグリ＆カーバンクル,4,回復,,光,,134,58,88,10,いやしの踊り,なし,0,,35 ,,335,145,202,1.0,1.0,1.0,,,,,,,,,,,
592,究極召喚・モーグリ＆カーバンクル,5,回復,,光,光,268,131,182,15,いやしの踊り,クリスタルの光,2,,70 ,,938,576,510,1.0,1.0,1.0,HP強化,自動回復,,,,,,,,,
593,エンジェリング,5,強化合成用,,火,,977,623,405,12,バーストボム,なし,0,,1 ,,977,623,405,1.0,1.0,1.0,,,,,,,,,,,
594,アークエンジェリング,5,強化合成用,,水,,966,627,406,12,クイックヒール,なし,0,,1 ,,966,627,403,1.0,1.0,1.0,,,,,,,,,,,
